baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mgi_symbol	foldChange	absFoldChange	regulation	val.sig.up	val.sig.down	val.nsig.up	val.nsig.down	pred.sig.up	pred.sig.down	pred.nsig.up	pred.nsig.down	val.sig.up.freq	val.sig.down.freq	val.nsig.up.freq	val.nsig.down.freq	pred.sig.up.freq	pred.sig.down.freq	pred.nsig.up.freq	pred.nsig.down.freq
ENSMUSG00000040274	53.742941121883	-1.20866402937359	0.261931795299695	-4.61442272783518	3.94189394821921e-06	0.0978378077948008	Cdk6	0.432669092281409	2.31123511671963	Down				mmu-miR-195a-5p	0	0	0	1					0	0	0	0
