baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mgi_symbol	foldChange	absFoldChange	regulation	val.sig.up	val.sig.down	val.nsig.up	val.nsig.down	pred.sig.up	pred.sig.down	pred.nsig.up	pred.nsig.down	val.sig.up.freq	val.sig.down.freq	val.nsig.up.freq	val.nsig.down.freq	pred.sig.up.freq	pred.sig.down.freq	pred.nsig.up.freq	pred.nsig.down.freq
ENSMUSG00000029125	200.001902886855	-0.744328274917033	0.158288880193457	-4.70234089727168	2.5719561773077e-06	0.063835952320777	Stx18	0.596945747355854	1.67519411006688	Down					0	0	0	0					0	0	0	0
